,title,address,huxing,BuildingArea,Position,Direction,BuildingTime,SubwayDistance,price_total,price_square,price_dy,labels
1370,正南家天下3室2厅企业推荐房源,家天下 瑶海公园-铜陵北路与颖河路交口(生态公园西侧),3室2厅,106,低层（共32层）,南向,2014年建,,205,19263,,"满二,优质教育"
1371,正南海尔智慧公馆2室2厅精装修,海尔地产智慧公馆 长江批发市场-长江东路与郎溪路交口东200米,2室2厅,75,中层（共30层）,南向,2017年建,2,142,18875,,"满二,优质教育"
1372,正南家天下4室2厅企业推荐房源,家天下 瑶海公园-铜陵北路与颖河路交口(生态公园西侧),4室2厅,104,低层（共24层）,南向,2014年建,,174,16730,,"满五,优质教育"
1373,正南绿地柏仕公馆3室2厅,绿地柏仕公馆 瑶海工业园-烈山路与岱河路交口,3室2厅,93,高层（共30层）,南向,2019年建,,160,17204,,
1374,正南朗香书院4室2厅精装修,朗香书院 瑶海工业园-淮海大道与烈山路交口向南300米,4室2厅,99,低层（共34层）,南向,2018年建,3,145,14646,13,满二
1375,正南尚品御园3室2厅精装修,尚品御园 瑶海公园-新蚌埠路与扶疏路交汇处,3室2厅,112,底层（共30层）,南向,2016年建,,210,18585,8,"满五,优质教育"
1376,正南新海家园3室1厅,新海家园 螺丝岗-新安江路与郎溪路交口,3室1厅,86,底层（共11层）,南向,2010年建,2,90,10375,5,"满五,优质教育"
1377,南北通透万达华府3室2厅精装修,万达华府 临泉东路-临泉东路与和县路交叉口东西两侧,3室2厅,124,低层（共25层）,南北向,2017年建,3,258,20686,,"满二,优质教育"
1378,正南 香江生态丽景 3室2厅 精装修,香江生态丽景 生态公园-铜陵北路与颖河路交汇处(生态公园北侧),3室2厅,123,高层（共6层）,南向,2010年建,3,135,10909,34,"满五,优质教育"
1379,正南文一云河湾3室2厅精装修,文一云河湾 临泉东路-龙岗开发区明皇路以北地块,3室2厅,89,低层（共33层）,南向,2011年建,3,124,13793,,"满二,优质教育"
1380,正南家天下2室2厅企业推荐房源,家天下 瑶海公园-铜陵北路与颖河路交口(生态公园西侧),2室2厅,83,中层（共24层）,南向,2014年建,,141,16815,,"满二,优质教育"
1381,正南 紫云府 3室2厅,紫云府 凤阳路菜市场-东一环与长江东大街交口东200米,3室2厅,95,低层（共33层）,南向,2020年建,2,240,25088,,优质教育
1382,正南恒大城2室2厅精装修,恒大城 龙岗-临泉东路与吴敬梓路交汇东北,2室2厅,91,中层（共32层）,南向,2012年建,2,123,13407,,"满二,优质教育"
1383,正南香江世纪名城3室2厅,香江世纪名城 花冲公园-临泉路与泗洲路交汇处,3室2厅,114,低层（共16层）,南向,2006年建,2,152,13230,,"满五,优质教育"
1384,正南文一·云溪湾3室2厅,文一·云溪湾 龙岗-龙岗路与新安江路交口南50米,3室2厅,98,低层（共23层）,南向,2019年建,,166,16938,17,
1385,正南水上园小区2室2厅,水上园小区 和平广场-瑶海区屯溪路22号,3室2厅,75,低层（共6层）,南向,1999年建,1,145,19253,,"满五,优质教育"
1386,正南长春都市花园3室2厅,长春都市花园 新亚汽车站-站西路1号,3室2厅,141,中层（共9层）,南向,2000年建,3,168,11914,,"满二,优质教育"
1387,正南柏庄春暖花开3室2厅精装修,柏庄春暖花开 长江批发市场-长江东路288号(原玻璃厂),3室2厅,104,中层（共40层）,南向,2013年建,2,225,21451,,"满二,优质教育"
1388,正南 万达华府 3室2厅,万达华府 临泉东路-临泉东路与和县路交叉口东西两侧,3室2厅,98,中层（共33层）,南向,2017年建,3,208,21224,,"满二,优质教育"
1389,正南当代MOMΛ未来城3室2厅豪华装修,当代MOMΛ未来城 瑶海工业园-前岭路以东、东方大道南北两侧,3室2厅,96,低层（共32层）,南向,2019年建,,136,14137,,满二
1390,正南尚品御园3室2厅,尚品御园 瑶海公园-新蚌埠路与扶疏路交汇处,3室2厅,88,低层（共34层）,南向,2016年建,,168,19008,,"满二,优质教育"
1391,南北通透阳光汇景2室1厅,阳光汇景 瑶海公园-铜陵北路和物流大道交口西南侧,2室1厅,66,顶层（共6层）,南北向,2008年建,,80,12121,,满五
1392,丽丰璞羽山 顶楼 带露台 位置安静 厨卫全明 急售,丽丰璞羽山 大铺头-振兴路与宝月路交口向西约300米,4室2厅,158,顶层（共14层）,南北向,2021年建,,400,25173,21,
1393,正南华地·紫悦府4室2厅精装修,华地·紫悦府 店埠-大众路与涣水路交口西南角,4室2厅,104,中层（共27层）,南向,2017年建,,170,16235,,
1394,正南橘郡万绿园3室2厅,橘郡万绿园 安徽大市场-铜陵路、临泉路交叉口,3室2厅,101,中层（共6层）,南向,2007年建,2,122,12004,10,"满二,优质教育"
1395,正南武里山天街酒店式公寓1室1厅精装修,武里山天街酒店式公寓 瑶海公园-武里山路与扶疏路交汇处,1室1厅,34,高层（共34层）,南向,2000年建,,30,8823,,"满二,优质教育"
1396,正南华地·紫悦府4室2厅精装修,华地·紫悦府 店埠-大众路与涣水路交口西南角,4室2厅,104,中层（共27层）,南向,2017年建,,170,16235,,
1397,正南林语人家3室1厅,林语人家 临泉东路-汴河东路与经二路交汇处,3室1厅,123,中层（共6层）,南向,2011年建,3,140,11382,7,满五
1398,正南远洋庐玥风景1室,远洋庐玥风景 撮镇-裕溪路与桥头集路西北角,1室0厅,102,低层（共20层）,南向,2021年建,,142,13894,,
1399,正南万达华府3室2厅,万达华府 临泉东路-临泉东路与和县路交叉口东西两侧,3室2厅,124,低层（共25层）,南向,2017年建,3,286,23064,,"满二,优质教育"
1400,万达华府3室2厅企业推荐房源,万达华府 临泉东路-临泉东路与和县路交叉口东西两侧,3室2厅,100,高层（共27层）,东向,2017年建,3,200,20000,,"满二,优质教育"
1401,正南风景苑2室2厅企业推荐房源,风景苑 临泉东路-临泉路安徽大市场东合家福超市旁,2室2厅,84,中层（共6层）,南向,2007年建,3,95,11309,8,"满五,优质教育"
1402,正南海洲景秀世家4室2厅,海洲景秀世家 临泉东路-通达路与站前东路交汇处,4室2厅,146,顶层（共18层）,南向,2007年建,2,165,11267,22,"满二,优质教育"
1403,中海城3室2厅企业推荐房源,中海城 撮镇-新安江路与大众路交口向南600米,3室2厅,89,中层（共24层）,东向,曹富亮,,120,13464,14,
1404,正南龙湖·龙誉城3室2厅,龙湖·龙誉城 撮镇-新安江路与大众路交叉口,3室2厅,102,低层（共18层）,南向,2020年建,2,164,16009,,
1405,正南龙湖花园2室2厅,龙湖花园 龙岗-临泉东路与顺祥路交汇处(146233路底站),2室2厅,84,底层（共6层）,南向,2009年建,2,94,11062,,"满五,优质教育"
1406,正南皇马花园3室2厅,皇马花园 龙岗-临泉东路与顺祥路交汇处,3室2厅,100,中层（共6层）,南向,2009年建,,130,13000,4,"满二,优质教育"
1407,正南文一名门名城3室2厅精装修,文一名门名城 龙岗-龙岗路与临泉东路交口东北,3室2厅,100,高层（共31层）,南向,2018年建,2,165,16462,,满二
1408,南北通透家天下3室2厅精装修,家天下 瑶海公园-铜陵北路与颖河路交口(生态公园西侧),3室2厅,122,中层（共11层）,南北向,2013年建,,205,16696,7,"满五,优质教育"
1409,正南橘郡万绿园3室2厅精装修,橘郡万绿园 安徽大市场-铜陵路、临泉路交叉口,3室2厅,89,底层（共6层）,南向,2007年建,2,135,15016,,"满五,优质教育"
1410,正南柏庄春暖花开3室2厅,柏庄春暖花开 长江批发市场-长江东路288号(原玻璃厂),3室2厅,93,中层（共40层）,南向,2013年建,2,200,21436,,"满五,优质教育"
1411,万达广场旁 海洲景秀世家 4室2厅 豪华装修,海洲景秀世家 临泉东路-通达路与站前东路交汇处,4室2厅,107,高层（共18层）,南向,2007年建,2,162,15059,,"满二,优质教育"
1412,正南圣地亚哥1室2厅,圣地亚哥 龙岗-临泉东路和王岗大道交叉口东南角,1室2厅,74,底层（共18层）,南向,2012年建,2,101,13535,,"满五,优质教育"
1413,正南隆岗南村2室1厅,隆岗南村 市二院-大通路与一环路交汇,2室1厅,58,低层（共7层）,南向,2000年建,2,95,16267,9,满二
1414,瑶海天街旁2号线地铁口 恒大城 3室2厅交通方便,恒大城 龙岗-临泉东路与吴敬梓路交汇东北,3室2厅,133,低层（共32层）,南向,2015年建,2,165,12406,,"满二,优质教育"
1415,正南恒润河畔雅居3室2厅,"恒润河畔雅居 龙岗-临泉路与牡丹路交汇,龙岗保养场",3室2厅,96,中层（共6层）,南向,2008年建,2,116,12020,,"满五,优质教育"
1416,正南柏庄春暖花开2室1厅,柏庄春暖花开 长江批发市场-长江东路288号(原玻璃厂),2室1厅,63,低层（共40层）,南向,2013年建,2,145,22928,,"满二,优质教育"
1417,正南新海尚宸家园4室2厅,新海尚宸家园 瑶海工业园-当涂路与新海大道交汇处西北侧,4室2厅,150,顶层（共30层）,南向,2010年建,,158,10519,43,满二
1418,正南隆昊昊博园5室2厅精装修,隆昊昊博园 瑶海公园-隆昊昊博园,5室2厅,178,顶层（共11层）,南向,2014年建,,248,13873,,满五
1419,南北通透香江世纪名城1室1厅,香江世纪名城 花冲公园-临泉路与泗洲路交汇处,1室1厅,30,中层（共16层）,南北向,2006年建,2,32,10666,3,"满二,优质教育"
1420,正南 万达华府 3室2厅,万达华府 临泉东路-临泉东路与和县路交叉口东西两侧,3室2厅,97,高层（共34层）,南向,2017年建,3,192,19595,14,"满二,优质教育"
1421,南北通透璟泰赢家广场5室2厅,璟泰赢家广场 长江批发市场-临泉路与当涂路交汇处,5室2厅,173,顶层（共18层）,南北向,2005年建,2,190,10982,24,满二
1422,长虹世纪荣廷 三室两厅全新房 看房方便,长虹世纪荣廷 瑶海工业园-铜陵北路与天水路交口向东100米,3室2厅,92,低层（共33层）,南向,2017年建,,125,13506,14,"满二,优质教育"
1423,正南海尔智慧公馆3室2厅,海尔地产智慧公馆 长江批发市场-长江东路与郎溪路交口东200米,3室2厅,87,高层（共30层）,南向,2017年建,2,165,18842,,"满二,优质教育"
1424,正南城建琥珀名城2室2厅精装修,城建琥珀名城 龙岗-长江东路金泰气配城对面,2室2厅,86,低层（共18层）,南向,2009年建,2,124,14302,,优质教育
1425,董铺湖旁 次新品质小区 非顶底楼 采光全天 户型方正 高性价,丽丰璞羽山 大铺头-振兴路与宝月路交口向西约300米,3室2厅,104,低层（共17层）,南北向,2021年建,,257,24529,,
1426,正南当代MOMΛ未来城3室2厅,当代MOMΛ未来城 瑶海工业园-前岭路以东、东方大道南北两侧,3室2厅,89,高层（共34层）,南向,2019年建,,122,13585,,满二
1427,正南城建琥珀名城3室2厅,城建琥珀名城 龙岗-长江东路金泰气配城对面,3室2厅,110,中层（共8层）,南向,2009年建,2,160,14545,,"满二,优质教育"
1428,正南华润紫玥台3室2厅,华润紫玥台 龙塘-东风大道与新世界路交口向西200米,3室2厅,92,低层（共27层）,南向,2020年建,,145,15760,,
1429,南北通透柏庄春暖花开3室2厅,柏庄春暖花开 长江批发市场-长江东路288号(原玻璃厂),3室2厅,104,中层（共40层）,南北向,2013年建,2,230,21919,,"满二,优质教育"
1430,"岸上玫瑰北区,中高楼层,采光好,近,业主诚心卖。",瑞城岸上玫瑰 天鹅湖-翡翠路与龙图路交口,2室2厅,73,中层（共18层）,南北向,2012年建,3,355,48470,,"满二,优质教育"
1431,正南同济苹果嘉园1室1厅精装修,同济苹果嘉园 临泉东路-临泉路与当涂路交口以东约300米,1室1厅,44,中层（共11层）,南向,2009年建,3,59,13403,,"满二,优质教育"
1432,正南阳光汇景3室2厅,阳光汇景 瑶海公园-铜陵北路和物流大道交口西南侧,3室2厅,137,高层（共18层）,南向,2008年建,,170,12401,,满五
1433,融创信达政务壹号 洋房总高10楼 中间楼层 小区中间位置,融创信达政务壹号 市政府办公区-南二环与茗香路交汇处,4室2厅,165,中层（共10层）,南北向,2020年建,,800,48297,,
1434,正南北苑新村3室2厅,北苑新村 元一名城-新蚌埠路,3室2厅,67,底层（共6层）,南向,1994年建,3,128,19104,,满二
1435,新站区 央企开发商 新小区 绿地柏仕公馆 精装4室 户型方正,绿地柏仕公馆 瑶海工业园-烈山路与岱河路交口,4室2厅,134,中层（共18层）,南向,2019年建,,200,14925,,
1436,南北通透花溪龙庭3室2厅豪华装修,花溪龙庭 龙岗-临泉路和顺祥路交口西北(龙岗保养场旁),3室2厅,89,低层（共6层）,南北向,2010年建,2,133,14794,,"满二,优质教育"
1437,正南恒大城2室2厅企业推荐房源,恒大城 龙岗-临泉东路与吴敬梓路交汇东北,2室2厅,92,顶层（共32层）,南向,2012年建,2,115,12453,10,"满二,优质教育"
1438,正南华泰小区2室1厅精装修,华泰小区 裕丰花市-合裕路1521号华泰小区,2室1厅,67,低层（共7层）,南向,2005年建,,148,22089,,满五
1439,南北通透璟泰赢家广场5室2厅,璟泰赢家广场 长江批发市场-临泉路与当涂路交汇处,5室2厅,173,顶层（共18层）,南北向,2005年建,2,190,10982,24,满二
1440,南北通透恒大城4室2厅精装修,恒大城 龙岗-临泉东路与吴敬梓路交汇东北,4室2厅,145,中层（共33层）,南北向,2012年建,2,173,11901,19,"满二,优质教育"
1441,正南家天下北郡3室2厅,家天下北郡 南岗-淮海大道与大禹路交口西北角,3室2厅,89,低层（共27层）,南向,2018年建,,151,16966,6,优质教育
1442,南北通透家天下3室3厅精装修,家天下 瑶海公园-铜陵北路与颖河路交口(生态公园西侧),3室3厅,109,低层（共32层）,南北向,2014年建,,210,19232,,"满五,优质教育"
1443,正南文一云河湾3室1厅,文一云河湾 临泉东路-龙岗开发区明皇路以北地块,3室1厅,88,中层（共33层）,南向,2011年建,3,125,14165,,"满二,优质教育"
1444,正南中海城4室2厅企业推荐房源,中海城 撮镇-新安江路与大众路交口向南600米,4室2厅,116,高层（共11层）,南向,吕东东,,195,16810,,
1445,正南海洲景秀世家3室2厅,海洲景秀世家 临泉东路-通达路与站前东路交汇处,3室2厅,89,高层（共32层）,南向,2007年建,2,115,12793,,"满二,优质教育"
1446,正南兴华苑B区2室1厅,兴华苑B区 南岗-武里山路兴华苑B区,2室1厅,64,高层（共18层）,南向,2015年建,,76,11814,,满二
1447,正南隆昊昊博园3室2厅精装修,隆昊昊博园 瑶海公园-隆昊昊博园,3室2厅,87,高层（共18层）,南向,2014年建,,123,14099,,满二
1448,正南美好上院4室2厅精装修,美好上院 龙塘-东风大道与瑶岗路交口,4室2厅,105,高层（共18层）,南向,2020年建,,130,12355,10,
1449,金辉优步大道 三室两厅 全新房 看房方便 环境好,金辉优步大道 龙岗-新安江路与大众路交汇处,3室2厅,99,中层（共18层）,南向,2021年建,,150,15151,,
1450,正南皇马花园3室2厅,皇马花园 龙岗-临泉东路与顺祥路交汇处,3室2厅,118,中层（共18层）,南向,2014年建,,170,14406,,"满二,优质教育"
1451,正南瑶东新村3室1厅,瑶东新村 瑶海公园-颍河路与天柱山,3室1厅,78,中层（共6层）,南向,2004年建,3,86,10931,8,"满二,优质教育"
1452,南北通透橘郡万绿园3室1厅精装修,橘郡万绿园 安徽大市场-铜陵路、临泉路交叉口,3室1厅,124,高层（共16层）,南北向,2007年建,2,142,11451,15,"满五,优质教育"
1453,正南银领时代2室1厅精装修,银领时代 临泉东路-北二环与东二环交汇处,2室1厅,57,低层（共22层）,南向,2010年建,3,73,12629,,"满五,优质教育"
1454,正南兴华苑C区3室企业推荐房源,"兴华苑C区 瑶海公园-武里山路,近物流大道",3室0厅,95,底层（共30层）,南向,2007年建,,98,10315,3,
1455,正南瑞泰江南2室2厅精装修,瑞泰江南 龙岗-临泉东路与顺祥路交口北100米,2室2厅,80,底层（共6层）,南向,2011年建,,100,12399,,"满二,优质教育"
1456,正南 实嘉原创生活 3室2厅,实嘉原创生活 瑶海工业园-二环路与当涂路交叉口向东700米,3室2厅,95,底层（共11层）,南向,2007年建,3,120,12631,10,"满二,优质教育"
1457,正南文一锦门学府里3室2厅,文一锦门学府里 龙岗-长江东路与大众路交叉口往南,3室2厅,124,顶层（共27层）,南向,2019年建,2,207,16693,38,满二
1458,南北通透万达华府4室2厅精装修,万达华府 临泉东路-临泉东路与和县路交叉口东西两侧,4室2厅,126,低层（共33层）,南北向,2017年建,3,253,19988,16,"满二,优质教育"
1459,正南恒润河畔雅居2室2厅,"恒润河畔雅居 龙岗-临泉路与牡丹路交汇,龙岗保养场",2室2厅,80,低层（共6层）,南向,2008年建,2,78,9750,15,"满二,优质教育"
1460,景荣花园3室2厅企业推荐房源,景荣花园 胜利广场-站前路与全椒路交叉口,3室2厅,147,低层（共18层）,西向,2004年建,1,168,11366,,"满二,优质教育"
1461,正南东方樾府3室2厅,东方樾府 龙塘-撮镇镇瑶岗路与东风大道交口西南角,3室2厅,89,高层（共30层）,南向,2020年建,,120,13483,,
1462,正南静安新天地3室2厅,静安新天地 临泉东路-临泉东路与通达路交口西北,3室2厅,94,底层（共11层）,南向,2012年建,2,130,13760,,"满二,优质教育"
1463,南北通透银领时代2室2厅,银领时代 临泉东路-北二环与东二环交汇处,2室2厅,90,中层（共18层）,南北向,2010年建,3,112,12378,7,"满五,优质教育"
1464,正南金辉优步大道3室2厅精装修,金辉优步大道 龙岗-新安江路与大众路交汇处,3室2厅,88,底层（共15层）,南向,2021年建,,109,12386,25,
1465,正南 圣联梦溪小镇 4室2厅,圣联梦溪小镇 瑶海工业园-磨店职教城淮海大道与梦溪路交口,4室2厅,135,低层（共26层）,南向,2015年建,3,178,13185,,"满二,优质教育"
1466,正南恒大城4室2厅精装修,恒大城 龙岗-临泉东路与吴敬梓路交汇东北,4室2厅,174,低层（共32层）,南向,2012年建,2,205,11768,23,"满二,优质教育"
1467,正南安粮双景佳苑2室1厅,安粮双景佳苑 瑶海公园-铜陵北路与二环路交叉口向北500米,2室1厅,73,低层（共11层）,南向,2010年建,3,92,12564,,"满二,优质教育"
1468,正南龙湖·龙誉城3室2厅,龙湖·龙誉城 撮镇-新安江路与大众路交叉口,3室2厅,94,低层（共18层）,南向,2020年建,2,135,14306,17,
1469,正南风景苑2室2厅企业推荐房源,风景苑 临泉东路-临泉路安徽大市场东合家福超市旁,2室2厅,82,中层（共6层）,南向,2007年建,3,90,10914,13,"满五,优质教育"
1470,正南家天下3室2厅企业推荐房源,家天下 瑶海公园-铜陵北路与颖河路交口(生态公园西侧),3室2厅,88,低层（共32层）,南向,2014年建,,160,18181,,"满二,优质教育"
1471,正南风景苑2室2厅企业推荐房源,风景苑 临泉东路-临泉路安徽大市场东合家福超市旁,2室2厅,85,低层（共6层）,南向,2007年建,3,90,10542,15,"满二,优质教育"
1472,正南同济苹果嘉园3室2厅,同济苹果嘉园 临泉东路-临泉路与当涂路交口以东约300米,3室2厅,92,低层（共18层）,南向,2009年建,3,123,13369,,"满五,优质教育"
1473,正荣·悦都荟3室2厅,正荣·悦都荟 生态公园-淮海大道与大众路交口,3室2厅,90,中层（共28层）,西向,2019年建,3,146,16054,,
1474,正南家天下3室2厅精装修,家天下 瑶海公园-铜陵北路与颖河路交口(生态公园西侧),3室2厅,93,底层（共32层）,南向,2014年建,,153,16368,7,"满五,优质教育"
1475,正南 中海城 3室1厅,中海城 撮镇-新安江路与大众路交口向南600米,3室1厅,102,中层（共24层）,南向,吴自伟,,155,15196,5,
1476,南北通透皇马花园2室2厅,皇马花园 龙岗-临泉东路与顺祥路交汇处,2室2厅,81,高层（共11层）,南北向,2016年建,,108,13333,,"满五,优质教育"
1477,正南正创日出印象2室2厅,正创日出印象 龙岗-长江东路龙岗中心(原建材二厂),2室2厅,80,中层（共6层）,南向,2008年建,2,85,10625,10,满二
1478,正南恒盛豪庭4室2厅精装修,恒盛豪庭 市二院-东一环全椒路和长江东大街交汇处东南角,4室2厅,146,中层（共31层）,南向,2012年建,2,360,24513,21,"满二,优质教育"
1479,正南新海尚宸家园4室2厅,新海尚宸家园 瑶海工业园-当涂路与新海大道交汇处西北侧,4室2厅,150,顶层（共30层）,南向,2010年建,,158,10519,43,满二
1480,正南橘郡万绿园3室2厅精装修,橘郡万绿园 安徽大市场-铜陵路、临泉路交叉口,3室2厅,89,底层（共6层）,南向,2007年建,2,135,15016,,"满五,优质教育"
1481,南北通透万达华府4室2厅,万达华府 临泉东路-临泉东路与和县路交叉口东西两侧,4室2厅,127,低层（共34层）,南北向,2017年建,3,255,20078,15,"满二,优质教育"
1482,正南康城水云间3室2厅,康城水云间 生态公园-大别山路与颖河路交叉口,3室2厅,142,低层（共18层）,南向,2008年建,3,170,11971,26,"满五,优质教育"
1483,南北通透万达华府3室2厅精装修,万达华府 临泉东路-临泉东路与和县路交叉口东西两侧,3室2厅,99,低层（共27层）,南北向,2017年建,3,215,21571,,"满二,优质教育"
1484,南北通透万达华府3室2厅,万达华府 临泉东路-临泉东路与和县路交叉口东西两侧,3室2厅,98,中层（共32层）,南北向,2017年建,3,189,19285,19,"满二,优质教育"
1485,正南德邦翠馨居2室2厅精装修,德邦翠馨居 瑶海公园-物流大道与龙门岭路交汇处,2室2厅,89,底层（共6层）,南向,2008年建,,104,11594,,满五
1486,正南紫云府4室2厅企业推荐房源,紫云府 凤阳路菜市场-东一环与长江东大街交口东200米,4室2厅,122,高层（共34层）,南向,2012年建,2,303,24823,,"满二,优质教育"
1487,南北通透万达华府3室2厅豪华装修,万达华府 临泉东路-临泉东路与和县路交叉口东西两侧,3室2厅,124,低层（共25层）,南北向,2017年建,3,278,22289,,"满二,优质教育"
1488,正南康城静林湾3室2厅,康城静林湾 瑶海公园-龙门铃路和新华路交叉口,3室2厅,106,中层（共18层）,南向,2013年建,,155,14601,,满五
1489,南北通透花溪龙庭3室2厅豪华装修,花溪龙庭 龙岗-临泉路和顺祥路交口西北(龙岗保养场旁),3室2厅,89,低层（共6层）,南北向,2010年建,2,133,14794,,"满二,优质教育"
1490,南北通透恒盛豪庭3室2厅精装修,恒盛豪庭 市二院-东一环全椒路和长江东大街交汇处东南角,3室2厅,119,低层（共33层）,南北向,2012年建,2,282,23541,31,"满二,优质教育"
1491,正南碧水雅居3室2厅精装修,碧水雅居 生态公园-新海大道与沿河路交叉口(绿水雅客酒店对面),3室2厅,128,高层（共26层）,南向,2011年建,,189,14653,,"满五,优质教育"
1492,正南 隆昊昊天园 4室2厅,隆昊昊天园 皖江厂-北二环路之砀山路与星火路交口,4室2厅,129,中层（共25层）,南向,2012年建,3,162,12529,6,"满二,优质教育"
1493,正南国耀园上园3室2厅,国耀园上园 瑶海工业园-郎溪路以西、瑶海路以北,3室2厅,102,中层（共24层）,南向,2012年建,3,160,15686,,"满二,优质教育"
1494,南北通透 阳光棕榈园 3室2厅 精装修,阳光棕榈园 龙岗-临泉路与牡丹路交口西南(琥珀名城正北面),3室2厅,85,中层（共18层）,南北向,2011年建,2,136,16000,,"满二,优质教育"
1495,南北通透万达华府3室2厅,万达华府 临泉东路-临泉东路与和县路交叉口东西两侧,3室2厅,127,低层（共34层）,南北向,2017年建,3,254,19977,16,"满二,优质教育"
1496,正南皇马花园3室2厅,皇马花园 龙岗-临泉东路与顺祥路交汇处,3室2厅,101,顶层（共5层）,南向,2016年建,,120,11881,13,"满二,优质教育"
1497,正南东升花园3室1厅,东升花园 临泉东路-临泉东路与当涂路交叉口,3室1厅,91,低层（共18层）,南向,2008年建,3,118,12935,,"满二,优质教育"
1498,正南兴华苑B区3室2厅精装修,兴华苑B区 南岗-武里山路兴华苑B区,3室2厅,98,中层（共18层）,南向,2015年建,,130,13180,,满二
1499,正南上林雅苑3室2厅,上林雅苑 临泉东路-临泉东路与通达路交叉口,3室2厅,89,高层（共6层）,南向,2006年建,2,100,11135,,"满二,优质教育"
1500,南北通透东湖山庄碧云阁4室2厅精装修,东湖山庄碧云阁 瑶海公园-天柱山路瑶海公园东侧,4室2厅,123,顶层（共6层）,南北向,2006年建,1,119,9674,57,满五
1501,正南蓝鼎星河府3室2厅,蓝鼎星河府 周谷堆-巢湖南路与铜陵南路交口,3室2厅,105,低层（共46层）,南向,2000年建,,248,23619,,"满二,优质教育"
1502,正南隆昊昊博园2室2厅精装修,隆昊昊博园 瑶海公园-隆昊昊博园,2室2厅,82,低层（共18层）,南向,2014年建,,101,12218,3,满二
1503,南北通透纺织二村2室2厅,纺织二村 曙光影院-和平路华联超市,2室2厅,67,顶层（共6层）,南北向,2000年建,,85,12686,,"满二,优质教育"
1504,正南海洲景秀世家2室2厅精装修,海洲景秀世家 临泉东路-通达路与站前东路交汇处,2室2厅,86,高层（共11层）,南向,2007年建,2,110,12772,,"满二,优质教育"
1505,丽丰璞羽山 电梯房 3室2厅 位置安静 户型方正 业主急售,丽丰璞羽山 大铺头-振兴路与宝月路交口向西约300米,3室2厅,121,中层（共17层）,南北向,2021年建,,305,25206,,
1506,正南安粮双景佳苑2室1厅,安粮双景佳苑 瑶海公园-铜陵北路与二环路交叉口向北500米,2室1厅,73,低层（共11层）,南向,2010年建,3,92,12564,,"满二,优质教育"
1507,正南 万达华府 3室2厅,万达华府 临泉东路-临泉东路与和县路交叉口东西两侧,3室2厅,96,低层（共25层）,南向,2017年建,3,203,21143,,"满二,优质教育"
1508,正南香格里拉花园3室2厅精装修,香格里拉花园 临泉东路-临泉路合家福购物广场旁,3室2厅,114,低层（共6层）,南向,2008年建,3,153,13421,,"满五,优质教育"
1509,南北通透瑞泰江南2室2厅精装修,瑞泰江南 龙岗-临泉东路与顺祥路交口北100米,2室2厅,73,中层（共6层）,南北向,2011年建,,93,12703,,"满五,优质教育"
1510,南北通透恒盛豪庭3室2厅精装修,恒盛豪庭 市二院-东一环全椒路和长江东大街交汇处东南角,3室2厅,119,低层（共33层）,南北向,2012年建,2,282,23541,31,"满二,优质教育"
1511,次新小区 地铁口 正南 圣联梦溪小镇 3室2厅 精装修,圣联梦溪小镇 瑶海工业园-磨店职教城淮海大道与梦溪路交口,3室2厅,105,中层（共32层）,南向,2015年建,3,140,13299,,"满二,优质教育,精装,好房推荐,满两年"
1512,正南家天下3室2厅精装修,家天下 瑶海公园-铜陵北路与颖河路交口(生态公园西侧),3室2厅,88,高层（共32层）,南向,2016年建,,160,18181,,"满五,优质教育"
1513,正南龙湖·龙誉城3室2厅,龙湖·龙誉城 撮镇-新安江路与大众路交叉口,3室2厅,94,顶层（共15层）,南向,2020年建,2,160,17021,,
1514,南北通透恒盛豪庭3室2厅精装修,恒盛豪庭 市二院-东一环全椒路和长江东大街交汇处东南角,3室2厅,119,低层（共33层）,南北向,2012年建,2,282,23541,31,"满二,优质教育"
1515,正南省直和平花园3室2厅,省直和平花园 和平广场-和平广场附近安美商业街旁,3室2厅,116,高层（共6层）,南向,2000年建,2,256,22068,,满二
1516,正南江晨园4室2厅企业推荐房源,江晨园 花冲公园-临泉路与当涂路交叉口,4室2厅,143,低层（共34层）,南向,2006年建,2,185,12891,,"满五,优质教育"
1517,南北通透万达华府3室2厅,万达华府 临泉东路-临泉东路与和县路交叉口东西两侧,3室2厅,127,低层（共34层）,南北向,2017年建,3,254,19977,16,"满二,优质教育"
1518,南北通透正荣·悦都荟3室2厅精装修,正荣·悦都荟 生态公园-淮海大道与大众路交口,3室2厅,86,中层（共14层）,南北向,2019年建,3,141,16238,,满二
1519,正南城建琥珀名城2室2厅豪华装修,城建琥珀名城 龙岗-长江东路金泰气配城对面,2室2厅,76,中层（共18层）,南向,2009年建,2,120,15762,,"满五,优质教育"
1520,南北通透璟泰赢家广场3室2厅,璟泰赢家广场 长江批发市场-临泉路与当涂路交汇处,3室2厅,128,低层（共34层）,南北向,2005年建,2,147,11480,4,满二
1521,正南华润紫玥台3室2厅,华润紫玥台 龙塘-东风大道与新世界路交口向西200米,3室2厅,100,高层（共11层）,南向,2020年建,,143,14300,,
1522,正南东升花园2室1厅,东升花园 临泉东路-临泉东路与当涂路交叉口,2室1厅,62,低层（共18层）,南向,2008年建,3,62,10000,,"满五,优质教育"
1523,正南长虹世纪荣廷3室1厅,长虹世纪荣廷 瑶海工业园-铜陵北路与天水路交口向东100米,3室1厅,96,中层（共33层）,南向,2006年建,,158,16434,,"满二,优质教育"
